114;149;113;196
149;113;196;106
113;196;106;181
196;106;181;218
106;181;218;247
181;218;247;218
218;247;218;337
247;218;337;219
218;337;219;330
337;219;330;399
219;330;399;316
330;399;316;282
399;316;282;297
316;282;297;380
282;297;380;407
297;380;407;325
380;407;325;327
407;325;327;185
325;327;185;375
327;185;375;283
185;375;283;357
