201;2322625;47983;276
110;2342599;47902;225
131;2362746;47403;134
382;2383065;45888;391
603;2403559;47704;626
823;2424230;49519;861
751;2451997;49522;781
545;2471990;49498;677
115;2490878;49498;143
503;2508698;49474;653
331;2527087;47681;490
290;2544315;45888;359
602;2560675;45888;964
68;2576596;45888;117
